1.634658500552177429e-02 8.464410901069641113e-02 6.825511157512664795e-02 -5.042945593595504761e-02 -2.611706405878067017e-02 7.648952305316925049e-02
1.723389700055122375e-02 9.707799553871154785e-02 7.985257357358932495e-02 -5.709097906947135925e-02 -3.142069280147552490e-02 8.850911259651184082e-02
1.952002942562103271e-02 1.023303195834159851e-01 8.289152383804321289e-02 -6.087483465671539307e-02 -3.172821924090385437e-02 9.261520206928253174e-02
2.408673986792564392e-02 1.049185991287231445e-01 8.094090223312377930e-02 -6.446626782417297363e-02 -2.842034399509429932e-02 9.287530183792114258e-02
2.871516533195972443e-02 1.095811724662780762e-01 8.095218241214752197e-02 -6.913030892610549927e-02 -2.608748711645603180e-02 9.518998861312866211e-02
3.220911324024200439e-02 1.153999567031860352e-01 8.324492722749710083e-02 -7.381357252597808838e-02 -2.548290044069290161e-02 9.928562492132186890e-02
3.734014555811882019e-02 1.174671500921249390e-01 8.017739653587341309e-02 -7.743352651596069336e-02 -2.139161527156829834e-02 9.884162992238998413e-02
4.481471702456474304e-02 1.107089966535568237e-01 6.596914678812026978e-02 -7.779034227132797241e-02 -1.056059915572404861e-02 8.837492763996124268e-02
4.785870760679244995e-02 9.311647713184356689e-02 4.535074159502983093e-02 -7.048876583576202393e-02 1.241640304215252399e-03 6.926152855157852173e-02
3.713051602244377136e-02 6.790591776371002197e-02 3.084176592528820038e-02 -5.247265100479125977e-02 3.069664118811488152e-03 4.940604418516159058e-02
1.056654844433069229e-02 3.927301615476608276e-02 2.871415764093399048e-02 -2.483854815363883972e-02 -9.194561280310153961e-03 3.402947634458541870e-02
-2.276751585304737091e-02 8.404633961617946625e-03 3.115259297192096710e-02 7.251798640936613083e-03 -2.703630737960338593e-02 1.978880167007446289e-02
-5.007696896791458130e-02 -2.314853668212890625e-02 2.694408595561981201e-02 3.663621097803115845e-02 -3.847538307309150696e-02 1.875417772680521011e-03
-6.476251035928726196e-02 -4.927335307002067566e-02 1.556995324790477753e-02 5.699926987290382385e-02 -4.006151109933853149e-02 -1.686862856149673462e-02
-6.826288253068923950e-02 -6.369503587484359741e-02 4.703626036643981934e-03 6.593666970729827881e-02 -3.641624003648757935e-02 -2.947163954377174377e-02
-6.717173755168914795e-02 -6.877108663320541382e-02 -1.439743558876216412e-03 6.791455298662185669e-02 -3.289448469877243042e-02 -3.505371510982513428e-02
-6.792146712541580200e-02 -7.289092987775802612e-02 -4.812795668840408325e-03 7.034099102020263672e-02 -3.162730112671852112e-02 -3.882317990064620972e-02
-7.152680307626724243e-02 -7.887398451566696167e-02 -7.194076199084520340e-03 7.514272630214691162e-02 -3.219597041606903076e-02 -4.305580630898475647e-02
-7.523077726364135742e-02 -8.264242857694625854e-02 -7.268527057021856308e-03 7.890567183494567871e-02 -3.394155204296112061e-02 -4.500190168619155884e-02
-7.851439714431762695e-02 -8.345900475978851318e-02 -4.861405584961175919e-03 8.098391443490982056e-02 -3.676032647490501404e-02 -4.419566318392753601e-02
-8.296913653612136841e-02 -8.622411638498306274e-02 -3.273733891546726227e-03 8.459938317537307739e-02 -3.980275616049766541e-02 -4.476392641663551331e-02
-8.756330609321594238e-02 -9.238886833190917969e-02 -4.892188590019941330e-03 8.996608108282089233e-02 -4.132251068949699402e-02 -4.864050075411796570e-02
-8.945407718420028687e-02 -9.769117832183837891e-02 -8.232120424509048462e-03 9.356004744768142700e-02 -4.061406850814819336e-02 -5.295889824628829956e-02
-8.862604945898056030e-02 -9.996425360441207886e-02 -1.122481282800436020e-02 9.428947418928146362e-02 -3.871164098381996155e-02 -5.560154467821121216e-02
-8.730492740869522095e-02 -1.014002636075019836e-01 -1.396701857447624207e-02 9.433897584676742554e-02 -3.668922558426856995e-02 -5.771039426326751709e-02
-8.567043393850326538e-02 -1.021070405840873718e-01 -1.639050245285034180e-02 9.386259317398071289e-02 -3.464995324611663818e-02 -5.930804088711738586e-02
-8.319997042417526245e-02 -9.942793846130371094e-02 -1.626108400523662567e-02 9.129431098699569702e-02 -3.343484178185462952e-02 -5.793038010597229004e-02
-8.556845039129257202e-02 -9.611532092094421387e-02 -1.059866882860660553e-02 9.084264189004898071e-02 -3.740481659770011902e-02 -5.343661457300186157e-02
-1.030545756220817566e-01 -1.010031774640083313e-01 2.026289002969861031e-03 1.020438224077224731e-01 -5.246234312653541565e-02 -4.953143373131752014e-02
-1.341352313756942749e-01 -1.149384528398513794e-01 1.921874657273292542e-02 1.245597228407859802e-01 -7.665263861417770386e-02 -4.786365106701850891e-02
-1.478282213211059570e-01 -1.141319051384925842e-01 3.375007212162017822e-02 1.310063153505325317e-01 -9.082120656967163086e-02 -4.018742591142654419e-02
-8.469617366790771484e-02 -4.764462634921073914e-02 3.705474734306335449e-02 6.615923345088958740e-02 -6.090803071856498718e-02 -5.319777876138687134e-03
1.079655438661575317e-01 1.300430744886398315e-01 2.191802300512790680e-02 -1.191242113709449768e-01 4.305760934948921204e-02 7.593102753162384033e-02
4.124631583690643311e-01 3.922480940818786621e-01 -2.058018371462821960e-02 -4.026105403900146484e-01 2.166534662246704102e-01 1.857856214046478271e-01
7.023310661315917969e-01 6.138284802436828613e-01 -8.901508152484893799e-02 -6.584097743034362793e-01 3.958914279937744141e-01 2.623665034770965576e-01
7.973501086235046387e-01 6.590360403060913086e-01 -1.388629823923110962e-01 -7.285092473030090332e-01 4.683608412742614746e-01 2.600474953651428223e-01
6.090619564056396484e-01 5.067846775054931641e-01 -1.027318686246871948e-01 -5.581722855567932129e-01 3.561123013496398926e-01 2.019936740398406982e-01
